"id","iso","country","score","eh","ev","eh_hi","eh_aq","eh_ws","ev_wr","ev_ag","ev_fo","ev_fi","ev_bd","ev_ce","eh_hi_child_mortality","eh_aq_household_air_quality","eh_aq_exposure_pm25","eh_aq_exceedance_pm25","eh_ws_access_to_sanitation","eh_ws_access_to_drinking_water","ev_wr_wastewater_treatment","ev_ag_agricultural_subsidies","ev_ag_pesticide_regulation","ev_fo_change_in_forest_cover","ev_fi_fish_stocks","ev_fi_coastal_shelf_fishing_pressure","ev_bd_terrestrial_protected_areas_national_biome","ev_bd_terrestrial_protected_areas_global_biome","ev_bd_marine_protected_areas","ev_bd_critical_habitat_protection","ev_ce_trend_in_carbon_intensity","ev_ce_change_of_trend_in_carbon_intensity","ev_ce_trend_in_co2_emissions_per_kwh","access_to_electricity","year"
98,"GT","Guatemala",48.06,60.55,39.74,58.89,80.4,42.37,5.37,94,0,32.6,57.55,64.18,58.89,43,100,98.2,32.06,52.67,5.37,100,88,0,21.43,43.78,80.11,53.82,76.26,20,60,56.98,78.52,82,2014
99,"OM","Oman",47.75,81.08,25.52,88.83,96.89,57.52,13.4,24,0,24.39,42.28,21.64,88.83,95,100,95.68,66.98,48.06,13.4,0,24,0,11.16,37.63,61.74,53.99,53.4,0,0,67.9,49.9,94,2014
100,"BW","Botswana",47.6,62.04,37.98,56.09,87.67,42.36,0.95,20,0,0,100,16.57,56.09,63,100,100,19.15,65.57,0.95,0,20,0,0,0,100,100,0,0,61.98,11.37,6.12,43,2014
101,"GE","Georgia",47.23,73.12,29.97,79.42,75.53,64.39,0,56,84.12,0,29.59,45.43,79.42,54,95.62,76.98,54.67,74.11,0,100,12,84.12,0,0,44.53,44.24,0,0,40.32,42.22,51.9,100,2014
102,"DM","Dominica",47.08,72.51,30.12,73.9,99.67,43.98,2.99,56,0,0,66.29,27.95,73.9,99,100,100,33.04,54.92,2.99,100,12,0,0,0,80.06,85.12,0,100,44.51,25.36,0,91,2014
103,"BT","Bhutan",46.86,42.07,50.06,42.35,44.86,38.98,0,50,63.12,0,94.92,0,42.35,60,50.48,24.1,9.92,68.04,0,100,0,63.12,0,0,94.92,96.13,0,0,0,0,0,72,2014
104,"GA","Gabon",46.6,50.09,44.28,37.41,90.97,21.88,0,12,58.94,28.8,82.94,56.67,37.41,74,100,98.92,5.46,38.3,0,0,12,58.94,26.4,31.2,86.49,84.84,77.49,0,90,79.52,1.77,82,2014
105,"BS","Bahamas",46.58,73.83,28.42,71.19,98.33,51.95,11.37,12,21.31,39.68,75.53,0,71.19,95,100,100,42.49,61.41,11.37,0,12,21.31,13.33,66.04,79.55,81.77,65.26,0,0,0,0,88,2014
106,"VU","Vanuatu",45.88,57.12,38.39,69.57,72,29.8,27.06,56,74.82,48.81,27.46,0,69.57,16,100,100,15.67,43.93,27.06,100,12,74.82,2.99,94.63,24.34,24.34,33.72,0,0,0,0,24,2014
107,"BA","Bosnia and Herzegovina",45.79,77.57,24.61,91.03,69.53,72.15,3.18,56,100,0,2.5,31.71,91.03,55,87.39,66.19,63.05,81.25,3.18,100,12,100,0,0,2.5,2.5,0,0,34.14,17.86,57.95,100,2014
108,"BB","Barbados",45.5,87.58,17.45,89.63,100,73.12,11.37,84,0,50,2.28,12.38,89.63,100,100,100,49.79,96.44,11.37,0,84,0,0,100,0.54,0.54,8.03,0,11,14.85,0,88,2014
109,"TM","Turkmenistan",45.07,66.12,31.04,48.37,98.2,51.78,9.8,50,0,0,17.86,61.67,48.37,100,100,94.6,85.14,18.42,9.8,100,0,0,0,0,17.86,21.94,0,0,79.84,69.25,44.76,100,2014
110,"PE","Peru",45.05,55.85,37.84,54.81,83.68,29.07,20.98,92,32.52,29.77,70.36,16.71,54.81,64,100,87.05,24.24,33.91,20.98,100,84,32.52,23.51,36.03,81.34,70.39,71.7,58,41.91,23.2,0,85,2014
111,"MN","Mongolia",44.67,55.12,37.7,65.75,76,23.61,19.8,88,0,0,73.25,25.06,65.75,28,100,100,13.3,33.91,19.8,100,76,0,0,0,69.27,59.41,0,100,69.66,9.81,54.19,86,2014
112,"ID","Indonesia",44.36,55.72,36.78,67.55,75.31,24.29,0.02,51.85,7.75,25.8,78.08,45.25,67.55,45,100,80.94,16.12,32.45,0.02,19.7,84,7.75,25.98,25.62,82.26,87.1,88.95,54,53.88,42.98,49.45,94,2014
113,"CV","Cape Verde",44.07,65.4,29.85,77.56,89.33,29.29,19.4,92,0,43.26,7.32,45.04,77.56,68,100,100,18.7,39.88,19.4,100,84,0,20.45,66.07,14.64,14.64,0,0,40.29,45.15,0,67,2014
114,"PH","Philippines",44.02,60.61,32.95,62.94,81.53,37.35,0.53,45.38,31.35,23.18,64.67,35.73,62.94,50,100,94.6,26.31,48.38,0.53,18.75,72,31.35,19.81,26.54,63.89,76.24,78.56,40,78.85,30.28,46.15,83,2014
115,"SV","El Salvador",43.79,65.62,29.23,71.88,92.55,32.43,0.62,84,9.9,31.98,24.53,58.24,71.88,78,100,99.64,23.07,41.79,0.62,100,68,9.9,21.05,42.91,5.56,3.98,64.03,0,50.76,44.52,85.44,92,2014
116,"NA","Namibia",43.71,55.53,35.82,56.53,81.67,28.4,13,56,0,24.59,94.39,0.54,56.53,45,100,100,5.28,51.53,13,100,12,0,16.03,33.15,100,100,83.16,0,9.29,0,0,44,2014
117,"UZ","Uzbekistan",43.23,67.68,26.92,55.07,79.37,68.59,0,50,55.41,0,12.87,51.9,55.07,89,85.45,63.67,100,37.18,0,100,0,55.41,0,0,12.87,23.24,0,0,90,51.49,52.61,100,2014
118,"CN","China",43,42.73,43.19,76.23,18.81,33.15,18.18,33.85,25.34,14.68,66.63,65.16,76.23,54,2.44,0,19.78,46.51,18.18,15.71,52,25.34,20.16,9.21,64.33,80.41,67.76,54,39.29,75,51.83,100,2014
119,"CF","Central African Republic",42.94,31.08,50.85,15.89,66.68,10.66,0,90,43.06,0,97,0,15.89,4,100,96.04,5.76,15.56,0,100,80,43.06,0,0,97,97.02,0,0,0,0,0,9,2014
120,"LY","Libya",42.72,72,23.2,81.63,97.12,37.24,18.08,12,0,38.84,0.89,46.61,81.63,100,100,91.37,66.59,7.88,18.08,0,12,0,18.18,59.49,0.63,2.03,0,0,59.07,8.59,60.08,100,2014
121,"ZM","Zambia",41.72,36.18,45.41,26.17,71.25,11.12,4.2,42.83,13.28,0,100,0,26.17,17,100,96.76,8.71,13.52,4.2,13.66,72,13.28,0,0,100,100,0,0,0,0,0,19,2014
122,"PG","Papua New Guinea",41.09,40.97,41.17,46.1,75.43,1.38,0,56,45.05,49.51,25.68,89.98,46.1,27,100,99.28,1.22,1.53,0,100,12,45.05,20.45,78.57,14.23,12.52,61.97,14,78.61,90,0,15,2014
123,"GQ","Equatorial Guinea",41.06,38.85,42.54,17.28,74.09,25.18,1.25,0,37.94,49.67,91.32,0,17.28,23,100,99.28,44.18,6.18,1.25,0,0,37.94,17.07,82.26,100,100,65.29,100,0,0,0,29,2014
124,"SN","Senegal",40.83,44.84,38.16,35.02,83,16.49,2.06,17.45,0,20.78,85.36,0,35.02,49,100,100,12.55,20.43,2.06,22.9,12,0,20,21.56,99.49,79.36,77.21,0,0,0,0,57,2014
125,"KG","Kyrgyzstan",40.63,63.46,25.41,56.77,86.51,47.11,4.2,94,68.23,0,15.77,0,56.77,66,100,93.53,54.32,39.89,4.2,100,88,68.23,0,0,20.21,21.83,0,0,0,0,0,100,2014
126,"BF","Burkina Faso",40.52,32.17,46.08,13.18,69.33,14.01,0.02,88,0,0,83.75,0,13.18,8,100,100,1.04,26.98,0.02,100,76,0,0,0,83.75,83.75,0,0,0,0,0,13,2014
127,"LA","Laos",40.37,34.49,44.29,56.74,29.23,17.5,0,80,13.28,0,93.85,0,56.74,4,53.47,30.22,17.67,17.34,0,100,60,13.28,0,0,93.85,96.92,0,0,0,0,0,66,2014
128,"MW","Malawi",40.06,39.34,40.54,28.05,67.55,22.44,0,88,0,0,87.81,0,28.05,3,100,99.64,13.24,31.64,0,100,76,0,0,0,94.62,72.89,0,100,0,0,0,9,2014
129,"CI","Cote d'Ivoire",39.72,39.08,40.15,28.6,73.88,14.77,0.6,80,0,33.68,81.23,49.3,28.6,22,100,99.64,2.69,26.85,0.6,100,60,0,13.72,53.64,100,100,57.94,67,48.32,53.16,41.59,59,2014
130,"CG","Congo",39.44,37.22,40.91,27.54,73.85,10.27,0.18,92,47.23,0,66.29,59.88,27.54,23,100,98.56,0.97,19.58,0.18,0,92,47.23,0,0,55,55.34,88.53,0,55.48,90,0.01,37,2014
131,"ET","Ethiopia",39.43,35.21,42.24,35.24,66.85,3.53,0,60,35.07,0,83.78,0,35.24,2,100,98.56,1.78,5.29,0,100,20,35.07,0,0,93.15,82.94,0,71,0,0,0,23,2014
132,"TL","Timor-Leste",39.41,44.92,35.74,53.2,69.33,12.22,0.3,50,31.35,59.87,60.43,0,53.2,8,100,100,7.46,16.98,0.3,100,0,31.35,20.81,98.92,50.89,50.89,79.51,0,0,0,0,38,2014
133,"PY","Paraguay",39.25,59.03,26.07,63.67,83.67,29.76,0.16,92,0,0,31.2,44.09,63.67,51,100,100,23.69,35.83,0.16,100,84,0,0,0,31.2,31.46,0,0,46.91,16.3,98.84,97,2014
134,"NG","Nigeria",39.2,34.05,42.63,21.29,72.7,8.17,1.08,92,29.16,28.24,57.54,70.55,21.29,26,100,92.09,4.72,11.61,1.08,100,84,29.16,33.33,23.14,75.96,58.22,45.96,50,90,90,31.66,48,2014
135,"UG","Uganda",39.18,37.26,40.46,31.05,66.8,13.93,0.56,58,4.34,0,91.31,0,31.05,4,100,96.4,6.17,21.69,0.56,100,16,4.34,0,0,88.24,88.6,0,100,0,0,0,15,2014
136,"VN","Viet Nam",38.17,52.43,28.66,62.83,51.32,43.15,0.14,58.25,17.25,20.11,43.39,44.51,62.83,44,63.92,46.04,26.83,59.47,0.14,28.5,88,17.25,14.45,25.77,36.46,21.17,72.93,43,3.03,46.08,41.43,96,2014
137,"GY","Guyana",38.07,69.19,17.32,64.24,97.55,45.78,0,92,63.12,15.79,18.66,0.64,64.24,93,100,99.64,36.37,55.19,0,100,84,63.12,1.16,30.41,29.98,26,0,0,42.62,0,0,78,2014
138,"SZ","Swaziland",37.35,43.48,33.27,31.43,81.67,17.34,55.5,58,52.35,0,17.69,14.04,31.43,45,100,100,15.23,19.45,55.5,100,16,52.35,0,0,17.69,17.41,0,0,68.53,13.59,0,35,2014
139,"NP","Nepal",37,31.67,40.55,56.79,16.23,22,0,92,63.12,0,61.79,0,56.79,18,30.69,0,6.31,37.7,0,100,84,63.12,0,0,61.79,42.63,0,0,0,0,0,76,2014
140,"KE","Kenya",36.99,38.37,36.07,33.86,73.33,7.92,0.52,92,15.46,37.87,67.96,0,33.86,20,100,100,4.33,11.51,0.52,100,84,15.46,6.86,68.87,77.58,69.76,74.51,50,0,0,0,23,2014
141,"CM","Cameroon",36.68,37.63,36.06,22.91,73.8,16.17,0,96,43.06,0,45.67,62.13,22.91,25,100,96.4,11,21.34,0,100,92,43.06,0,0,55.56,65.11,0,62,41.76,63.79,58.84,49,2014
142,"NE","Niger",36.28,27.42,42.19,11.94,67.4,2.93,0,78,0,0,77.21,0,11.94,4,100,98.2,0,5.86,0,100,56,0,0,0,77.21,69.83,0,0,0,0,0,9,2014
143,"TZ","Tanzania",36.19,35.89,36.39,35.69,68.31,3.68,0.42,65.87,14.9,26.2,79.12,0,35.69,6,100,98.92,0,7.36,0.42,43.74,88,14.9,0,52.41,99.86,99.72,81.91,35,0,0,0,15,2014
144,"GW","Guinea-Bissau",35.98,30.68,39.52,14.52,67.33,10.19,0,56,13.81,29.9,89.87,0,14.52,2,100,100,1.32,19.06,0,100,12,13.81,17.61,42.19,89.87,99.36,0,0,0,0,0,57,2014
145,"KH","Cambodia",35.44,42.73,30.58,52.86,64.82,10.52,0,64,0,0,78.93,0,52.86,11,100,83.45,5.52,15.52,0,100,28,0,0,0,100,100,36.78,0,0,0,0,31,2014
146,"RW","Rwanda",35.41,38.7,33.21,35.65,63.26,17.2,0,60,45.05,0,56.32,0,35.65,2,100,87.77,17.54,16.86,0,100,20,45.05,0,0,56.32,59.76,0,0,0,0,0,11,2014
147,"GD","Grenada",35.24,75.92,8.12,75.84,100,51.93,11.37,50,0,0,3.74,4.14,75.84,100,100,100,49.81,54.04,11.37,100,0,0,0,0,11.18,3.77,0,0,22.86,0,0,88,2014
148,"PK","Pakistan",34.58,38.78,31.79,64.97,23.02,28.34,3.52,74,43.06,14.61,41.43,44.33,64.97,36,33.06,0,10.85,45.84,3.52,100,48,43.06,4.37,24.85,58.4,51.11,56.2,0,38.83,43.56,45.87,91,2014
149,"IQ","Iraq",33.39,58.01,16.98,71.73,67.42,34.87,8.29,50,0,0,0,36.03,71.73,100,68.09,34.17,36.4,33.34,8.29,100,0,0,0,0,0,0,0,0,14.6,37.84,37.02,98,2014
150,"BJ","Benin",32.42,34.49,31.04,24.65,67.39,11.44,0.01,74.05,0,0,65.88,0,24.65,9,100,93.17,0.02,22.85,0.01,80.1,68,0,0,0,98.86,98.79,0,0,0,0,0,28,2014
151,"GH","Ghana",32.07,40.31,26.58,33.45,69.72,17.77,10.25,92,10.81,29.46,34.26,27.3,33.45,16,100,93.17,0,35.54,10.25,100,84,10.81,24.44,34.47,78.03,59.02,0,0,70.71,36.71,8.41,61,2014
152,"SB","Solomon Islands",31.63,46.75,21.56,55.12,70,15.13,0,56,35.07,54.67,17.58,0,55.12,10,100,100,4.08,26.18,0,100,12,35.07,9.57,99.77,8.45,8.45,53.41,0,0,0,0,19,2014
153,"KM","Comoros",31.39,47.4,20.72,34.1,76.33,31.77,3.96,58,68.23,48.26,0,0,34.1,29,100,100,6.3,57.25,3.96,100,16,68.23,0,96.52,0,0,0,0,0,0,0,48,2014
154,"TJ","Tajikistan",31.34,49.89,18.97,43.73,69.19,36.74,2.25,76,0,0,24.28,0,43.73,66,82.94,58.63,58.79,14.69,2.25,100,52,0,0,0,24.28,33.94,0,0,0,0,0,100,2014
155,"IN","India",31.23,33.19,29.92,50.04,23.24,26.28,10.49,58.4,35.07,22.64,39.18,35.24,50.04,42,27.72,0,6.2,46.36,10.49,24.79,92,35.07,27.14,18.14,27.61,36.33,60.79,32,51.47,26.89,51.91,75,2014
156,"TD","Chad",31.02,29.57,31.99,15.25,70.55,2.91,0,75.14,0,0,55.34,0,15.25,12,100,99.64,0,5.81,0,78.28,72,0,0,0,55.34,51.22,0,0,0,0,0,4,2014
157,"YE","Yemen",30.16,43.77,21.09,38.98,81.65,10.69,0.49,92,0,30.85,23.59,0,38.98,67,97.74,80.22,13.3,8.08,0.49,100,84,0,25.29,36.41,3.29,3.29,64.21,0,0,0,0,45,2014
158,"MZ","Mozambique",29.97,31.49,28.96,23.25,68.33,2.88,2.5,50.7,3.99,23.67,63.17,0,23.25,5,100,100,1.32,4.45,2.5,17.4,84,3.99,3.31,44.02,90.84,95.44,66.38,0,0,0,0,15,2014
159,"GM","Gambia",29.3,41.03,21.48,22.16,69.67,31.26,0.4,92,0,0,37.05,0,22.16,9,100,100,21.47,41.04,0.4,100,84,0,0,0,23.96,34.64,52.56,0,0,0,0,31,2014
160,"AO","Angola",28.69,35.44,24.19,15.29,79.27,11.76,0,56,26.24,22.95,41.7,0,15.29,45,100,92.81,16.12,7.4,0,100,12,26.24,18.56,27.34,65.54,62.37,38.89,0,0,0,0,35,2014
161,"DJ","Djibouti",28.52,52.69,12.4,31.57,93.39,33.11,0,84,0,0,15.45,0,31.57,87,100,93.17,17.56,48.67,0,0,84,0,0,0,0.01,0.01,61.78,0,0,0,0,50,2014
162,"GN","Guinea",28.03,32.2,25.25,18.03,67.67,10.91,0.75,94,17.25,20.73,41,0,18.03,3,100,100,1.16,20.65,0.75,100,88,17.25,11.18,30.28,39.78,24.24,0,100,0,0,0,20,2014
163,"TG","Togo",27.91,32.82,24.63,26.06,67.23,5.18,0,92,28.15,0,44.23,0,26.06,6,100,95.68,0,10.37,0,100,84,28.15,0,0,66.28,66.41,0,0,0,0,0,28,2014
164,"MM","Myanmar",27.44,41.39,18.14,45.8,47.68,30.69,0,80,24.47,0,28.62,0,45.8,8,78.56,56.47,29.11,32.27,0,100,60,24.47,0,0,36.02,25.86,52.61,0,0,0,0,49,2014
165,"MR","Mauritania",27.19,37.3,20.44,26.73,80.67,4.52,0,56,0,23.31,32.63,0,26.73,42,100,100,3.48,5.55,0,100,12,0,15.76,30.86,3.16,2.54,92.2,0,0,0,0,18,2014
166,"MG","Madagascar",26.7,37.2,19.71,41.84,67.33,2.43,0.53,92,7.75,0,37.08,0,41.84,2,100,100,0,4.86,0.53,100,84,7.75,0,0,18.6,18.07,68.66,43,0,0,0,14,2014
167,"BI","Burundi",25.78,31.56,21.93,18.1,59.95,16.63,0,88,22.83,0,30.29,0,18.1,4,97.44,78.42,11.96,21.3,0,100,76,22.83,0,0,30.29,30.5,0,0,0,0,0,5,2014
168,"ER","Eritrea",25.76,43.44,13.98,46.58,78.2,5.53,0,92,0,0,17.94,0,46.58,40,100,94.6,0,11.06,0,100,84,0,0,0,28.28,25.55,0,0,0,0,0,33,2014
169,"BD","Bangladesh",25.61,30.42,22.4,54.87,13.83,22.56,0,92,22.83,0,39.68,0,54.87,9,32.49,0,14.12,31,0,100,84,22.83,0,0,11.26,30.5,77.27,0,0,0,0,55,2014
170,"CD","Dem. Rep. Congo",25.01,23.9,25.75,11.04,56.26,4.39,0,58,26.24,0,44.85,0,11.04,7,91.26,70.5,4.76,4.03,0,100,16,26.24,0,0,59.86,59.75,0,0,0,0,0,15,2014
171,"SD","Sudan",24.64,36.33,16.84,29.95,73.55,5.51,0,92,0,22.75,16.29,0,29.95,21,100,99.64,2.57,8.44,0,100,84,0,3.23,42.27,5.77,2.81,40.28,0,0,0,0,29,2014
172,"LR","Liberia",23.95,37.99,14.59,35.4,67.33,11.22,0,96,20.58,30.5,4.13,0,35.4,2,100,100,1.08,21.36,0,100,92,20.58,13.31,47.7,10.35,6.19,0,0,0,0,0,4,2014
173,"SL","Sierra Leone",21.74,27.89,17.64,11.55,67.33,4.77,0,56,18.52,26.94,23.54,0,11.55,2,100,100,0,9.54,0,100,12,18.52,22.5,31.38,37.74,32.87,0,0,0,0,0,12,2014
174,"AF","Afghanistan",21.57,34.61,12.87,33.83,62.32,7.69,0,50,52.35,0,2.52,0,33.83,15,94.25,77.7,4.06,11.33,0,100,0,52.35,0,0,2.19,4.53,0,0,0,0,0,41,2014
175,"LS","Lesotho",20.81,43.31,5.82,36.32,79.67,13.94,0.3,56,0,0,1.3,0,36.32,39,100,100,3.39,24.49,0.3,100,12,0,0,0,1.3,1.3,0,0,0,0,0,17,2014
176,"HT","Haiti",19.01,37.06,6.98,33.13,69.67,8.37,0,52,23.64,0,1.09,0,33.13,9,100,100,3.33,13.41,0,100,4,23.64,0,0,1.59,2.76,0,0,0,0,0,34,2014
177,"ML","Mali",18.43,28.41,11.77,9.7,67.33,8.19,0,58,0,0,14.3,0,9.7,2,100,100,2.03,14.35,0,100,16,0,0,0,14.3,19.92,0,0,0,0,0,17,2014
178,"SO","Somalia",15.47,28.91,6.5,18.55,66.89,1.29,3.96,56,0,0,1.75,0,18.55,5,100,95.68,2.58,0,3.96,100,12,0,0,0,3.43,3.56,0,0,0,0,0,29,2014
433,"TV","Tuvalu",,,,,93.67,53.39,,74,,0,24.02,,,81,100,100,35.6,71.19,,100,48,,0,0,19.43,19.43,33.2,,,,,41,2012
445,"WF","Wallis and Futuna Islands",,,,,,,,,,50,1.16,,,,,,,,,,,,0,100,1.16,1.16,,,,,,,2012
439,"VI","United States Virgin Islands",,,,89.63,,82.91,,,,,,,89.63,,100,100,65.82,100,,,,,,,84,92.32,,100,,,,88,2012
432,"TC","Turks and Caicos Islands",,,,,,35.09,,,,31.85,88.86,,,,100,100,33.36,36.82,,,,,11.29,52.41,99.51,99.7,67.37,,,,,88,2012
397,"ST","Sao Tome and Principe",,51,,40.42,76.33,36.24,,56,,47.88,,,40.42,29,100,100,5.92,66.56,,100,12,,32.58,63.18,,,0,0,,,,57,2012
228,"AW","Aruba",,,,81.39,,72.57,,,,,0.19,,81.39,,100,100,73.27,71.88,,,,,,,0.19,0.22,,,,,,88,2012
395,"WS","Samoa",,72.57,,73.29,82.33,62.09,,76,,37.32,42.66,,73.29,47,100,100,49.84,74.33,,100,52,,0,74.63,37.94,37.94,52.09,,,,,100,2012
394,"VC","Saint Vincent and the Grenadines",,70.59,,70.1,99,42.66,,56,,,50.41,11.15,70.1,97,100,100,28.03,57.28,,100,12,,,,41.74,2.84,57.05,100,57.19,4.28,,73,2012
393,"PM","Saint Pierre and Miquelon",,,,,,,,,,0,100,,,,100,100,,,,,,,0,0,100,100,,,,,,,2012
392,"LC","Saint Lucia",,69.95,,73.58,100,36.28,,20,,0,57.16,14.45,73.58,100,100,100,19.88,52.68,,,20,,0,0,61.78,32.97,33.89,100,55.4,7.8,,88,2012
391,"KN","Saint Kitts and Nevis",,,,,95.33,58.75,,84,,0,2.22,17.77,,86,100,100,41.33,76.17,,,84,,0,0,6.07,0.6,0,,6.67,41.86,,88,2012
390,"SH","Saint Helena",,,,,,,,,,4.77,61.62,,,,100,100,,,,,,,9.54,0,86.17,86.17,12.52,,,,,,2012
384,"PR","Puerto Rico",,,,86.47,,69.98,57,,41.22,33.29,61.01,,86.47,,100,100,87.86,52.11,57,,,41.22,12.59,53.99,41.96,81.95,60.12,60,,,,88,2012
371,"MP","Northern Mariana Islands",,,,,,69.49,,,,,,,,,100,100,74.85,64.13,,,,,16.67,,18.93,18.93,,0,,,,,2012
370,"KP","North Korea",,50.21,,64.11,32.31,54.21,0,,23.64,27.1,8.49,,64.11,9,56.64,31.29,33.85,74.57,0,,12,23.64,19.93,34.27,12.73,12.73,0,,14.39,54.36,66.06,26,2012
369,"NF","Norfolk Island",,,,,,,,,,46.02,68.59,,,,100,100,,,,,,,5.51,86.53,68.59,68.59,,,,,,,2012
368,"NU","Niue",,,,,98.67,89.49,,,,0,61.05,,,96,100,100,100,78.99,,,12,,0,0,61.05,61.05,,,5.02,35.02,,,2012
359,"NR","Nauru",,,,,98.33,40.73,,,,0,,,,95,100,100,20.12,61.34,,,12,,0,0,,,0,,0,8.49,,,2012
354,"MS","Montserrat",,,,,,59.15,,,,0,14.74,,,,100,100,35.13,83.16,,,,,0,0,32.8,11.43,0,,,,,,2012
351,"MC","Monaco",,,,,84.94,100,100,,,0,66.67,,,95,95.8,64.03,100,100,100,,92,,0,0,100,100,0,,,,,100,2012
349,"FM","Micronesia",,57.94,,59.97,86.33,27.52,,56,,57.92,7.04,,59.97,59,100,100,14.34,40.69,,100,12,,15.84,100,18.45,9.7,0,0,,,,,2012
343,"MH","Marshall Islands",,,,,89.33,41.22,0,,,0,6.91,,,68,100,100,27.64,54.8,0,,12,,0,0,10.36,10.36,0,,,,,56,2012
340,"MV","Maldives",,,,84.2,,77,4.65,56,,54.89,,16.38,84.2,92,,,75.23,78.78,4.65,100,12,,22.08,87.7,,,,,34.29,14.55,,100,2012
332,"LI","Liechtenstein",,,,,,,,,,,77.23,,,,92.68,62.23,,,,,84,,,,77.23,90.89,,,,,,100,2012
307,"HK","Hong Kong",,,,97.84,,,87.79,,100,0,100,17.33,97.84,,73.29,48.56,,,87.79,,,100,0,0,100,100,,,1.61,29.54,48.12,100,2012
299,"GU","Guam",,,,89.42,,80.14,,,,43.15,100,,89.42,,100,100,71.27,89.01,,,,,25,61.31,100,100,,,,,,56,2012
296,"GL","Greenland",,,,,,100,,,,23.5,100,,,,100,100,100,100,,,,,22.04,24.96,100,100,,,,,,100,2012
283,"FK","Falkland Islands",,,,,,,,,,0,1,,,,86.99,100,,,,,,,0,0,1.53,1.46,0,,,,,,2012
282,"FO","Faeroe Islands",,,,,,,,,,23.6,,,,,100,100,,,,,,,25.82,21.37,,,,,,,,100,2012
263,"CK","Cook Islands",,,,,98.67,75.29,,,,50.58,,,,96,100,100,58.41,92.16,,,16,,1.16,100,7.65,7.65,,0,0,90,,,2012
255,"KY","Cayman Islands",,,,,,62.28,,,,0,53.83,,,,100,100,65.11,59.46,,,,,0,0,47.58,60.86,53.05,,,,,88,2012
246,"VG","British Virgin Islands",,,,,,64.2,6,,,0,29.14,,,,100,100,71.94,56.46,6,,,,0,0,32.8,32.14,51.61,0,,,,,2012
315,"IM","Isle of Man",,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,100,2012
294,"GI","Gibraltar",,,,,,,,,,0,20.1,,,,100,100,,,,,,,0,0,30.14,30.14,0,,,,47.53,,2012
396,"SM","San Marino",,,,,98.33,,,,,,,,,95,100,100,,,,,0,,,,,,,,,,,100,2012
222,"AD","Andorra",,,,,97.37,100,38.38,16.53,,,33.62,,,95,100,97.12,100,100,38.38,33.07,0,,,,33.62,33.62,,,,,,100,2012
221,"AS","American Samoa",,,,,,84.2,40.98,,,49.8,39.24,,,,100,100,68.4,100,40.98,,,,21.05,78.55,9.57,9.57,98.59,,,,,56,2012
335,"MO","Macao",,,,90.56,,,,,,,,,90.56,,64.24,28.06,,,,,,,,,,,,,,,,,2012
224,"AI","Anguilla",,,,,,64.86,,,,0,17,,,,100,100,74.41,55.3,,,,,0,0,29.56,21.45,0,,,,,,2012
363,"NC","New Caledonia",,,,83.99,,88.78,,,63.12,39.05,,,83.99,,100,100,100,77.57,,,,63.12,0.79,77.31,100,100,,80,,,,56,2012
381,"PN","Pitcairn",,,,,,,,,,0,,,,,,,,,,,,,0,0,,,0,,,,,,2012
288,"PF","French Polynesia",,,,100,,84.83,,,,49.74,,,100,,100,100,69.65,100,,,,,9.91,89.57,5.93,5.93,,22,,,,56,2012
305,"VA","Holy See",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2012
240,"BM","Bermuda",,,,,,,0.21,,,54.02,35.9,,,,100,100,,0,0.21,,,,13.46,94.58,32.21,32.21,46.17,33,,,,100,2012
418,"CH","Switzerland",87.67,92.19,84.67,100,76.56,100,96.95,49.24,49.65,,100,78.14,100,95,78.21,56.47,100,100,96.95,6.48,92,49.65,,,100,100,,,67.91,38.47,98.63,100,2012
334,"LU","Luxembourg",83.29,92.26,77.31,94.79,81.98,100,95,65.33,33.76,,100,56.75,94.79,95,85.84,65.11,100,100,95,38.67,92,33.76,,,100,100,,,65.21,54.4,39.86,100,2012
229,"AU","Australia",82.4,99.44,71.03,100,98.33,100,92.33,66.46,100,19.37,83.08,47.67,100,95,100,100,100,100,92.33,56.91,76,100,24.1,14.65,72.06,70.97,99.29,90,44.55,31.12,53.98,100,2012
403,"SG","Singapore",81.78,99.44,70.01,100,98.33,100,99.65,96,,0,46.33,86.85,100,95,100,100,100,100,99.65,,96,,0,0,28.47,28.47,82.04,,90,0,81.37,73,2012
269,"CZ","Czech Republic",81.47,90.63,75.35,100,73.99,97.91,75.68,67.07,45.05,,98.35,65.82,100,100,74.48,47.48,99.87,95.95,75.68,38.14,96,45.05,,,98.35,98.41,,,77.62,30.98,54.43,100,2012
292,"DE","Germany",80.47,92.83,72.23,100,78.5,100,95.18,65.31,31.35,13.4,100,62.77,100,95,82.24,58.27,100,100,95.18,38.62,92,31.35,8.33,18.46,100,100,100,,65.24,27.82,58.26,100,2012
410,"ES","Spain",79.79,97.63,67.89,96.17,97.37,99.33,92.83,65.19,45.05,23.24,56.56,81.84,96.17,95,100,97.12,99.76,98.91,92.83,38.38,92,45.05,21.69,24.8,50.34,46.11,73.21,,77.96,69.8,89.97,100,2012
230,"AT","Austria",78.32,92.15,69.11,100,76.45,100,79.05,65.49,19.87,,86.59,62.09,100,95,78.96,55.4,100,100,79.05,38.98,92,19.87,,,86.59,93.99,,,54.7,51.19,76.91,100,2012
